,Name,Grade,Moves,Holdsets,Id
225,THE CHOSEN FEW,7B,"[{'Id': 1845735, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1845736, 'Description': 'C7', 'IsStart': False, 'IsEnd': False}, {'Id': 1845737, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1845738, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1845739, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",333221
226,THE DECEIVERS,7B,"[{'Id': 1576860, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1576861, 'Description': 'D5', 'IsStart': True, 'IsEnd': False}, {'Id': 1576862, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1576863, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1576864, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1576865, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1576866, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",185959
227,THE MICE ARE MEN,7B,"[{'Id': 1838759, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1838760, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1838761, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1838762, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1838763, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1838764, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1838765, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",332448
228,TO WARMER WATERS,7B,"[{'Id': 1698135, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1698136, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698137, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698138, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1698139, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1698140, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1698141, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",84177
229,TROODON REPOSING,7B,"[{'Id': 1695392, 'Description': 'B9', 'IsStart': False, 'IsEnd': False}, {'Id': 1695393, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1695394, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1695395, 'Description': 'C11', 'IsStart': False, 'IsEnd': False}, {'Id': 1695396, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1695397, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1695398, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1695399, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1695400, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1695401, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1695402, 'Description': 'K7', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",31140
230,UNE WAY,7B,"[{'Id': 1543428, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1543429, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1543430, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1543431, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1543432, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",85367
231,VISUALIZZA STOC......,7B,"[{'Id': 1538171, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1538172, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1538173, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1538174, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1538175, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1538176, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",70034
232,VURT,7B,"[{'Id': 1518053, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1518054, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1518055, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1518056, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1518057, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1518058, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",19222
233,WEEL OF WOLVO,7B,"[{'Id': 1582620, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1582621, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1582622, 'Description': 'H5', 'IsStart': False, 'IsEnd': False}, {'Id': 1582623, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1582624, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1582625, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1582626, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",202064
234,WHAT IF I GO?,7B,"[{'Id': 1757617, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1757618, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1757619, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1757620, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1757621, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1757622, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1757623, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",322239
235,èª²é¡Œ8,7B,"[{'Id': 1547440, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1547441, 'Description': 'K8', 'IsStart': False, 'IsEnd': False}, {'Id': 1547442, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1547443, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1547444, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1547445, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1547446, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",98754
236,45 MAGNUM,7A+,"[{'Id': 1698108, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698109, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698110, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1698111, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1698112, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1698113, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1698114, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1698115, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",251124
237,5 FINGER DISCOUNT,7A+,"[{'Id': 1709905, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1709906, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1709907, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1709908, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1709909, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1709910, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1709911, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1709912, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",30526
238,A JUMP TO FAR,7A+,"[{'Id': 1522690, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1522691, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1522692, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1522693, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1522694, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1522695, 'Description': 'F16', 'IsStart': False, 'IsEnd': False}, {'Id': 1522696, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",26083
239,ACG13 VAR,7A+,"[{'Id': 1710065, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1710066, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1710067, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1710068, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1710069, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1710070, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",27956
240,ACG23,7A+,"[{'Id': 1521019, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1521020, 'Description': 'K5', 'IsStart': False, 'IsEnd': False}, {'Id': 1521021, 'Description': 'J9', 'IsStart': False, 'IsEnd': False}, {'Id': 1521022, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1521023, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1521024, 'Description': 'G12', 'IsStart': False, 'IsEnd': False}, {'Id': 1521025, 'Description': 'B13', 'IsStart': False, 'IsEnd': False}, {'Id': 1521026, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1521027, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1521028, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",22859
241,ACG64,7A+,"[{'Id': 1635131, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1635132, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1635133, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1635134, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1635135, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1635136, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1635137, 'Description': 'G7', 'IsStart': False, 'IsEnd': False}, {'Id': 1635138, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1635139, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",54766
242,AIR FORCE,7A+,"[{'Id': 1520837, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1520838, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1520839, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1520840, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1520841, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1520842, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1520843, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1520844, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",22596
243,AIRFORCE DIRECT,7A+,"[{'Id': 1697869, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1697870, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697871, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1697872, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1697873, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1697874, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",46465
244,AIRFORCE MOLDOVA - MORPHO,7A+,"[{'Id': 1541414, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1541415, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1541416, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1541417, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1541418, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",78992
245,ALL NIGHT CACTUS,7A+,"[{'Id': 1685133, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1685134, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1685135, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1685136, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1685137, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1685138, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1685139, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1685140, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",313402
246,ALLA FRUTTA ??,7A+,"[{'Id': 1622551, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1622552, 'Description': 'C8', 'IsStart': False, 'IsEnd': False}, {'Id': 1622553, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1622554, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1622555, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1622556, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1622557, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",179415
247,AMBI-TURNER,7A+,"[{'Id': 1636860, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1636861, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1636862, 'Description': 'C8', 'IsStart': False, 'IsEnd': False}, {'Id': 1636863, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1636864, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1636865, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1636866, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",307489
248,APPLESAUCE,7A+,"[{'Id': 1709898, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1709899, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1709900, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1709901, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1709902, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1709903, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1709904, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",62351
249,AUSTRORAPTOR,7A+,"[{'Id': 1864950, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1864951, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1864952, 'Description': 'E11', 'IsStart': False, 'IsEnd': False}, {'Id': 1864953, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1864954, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1864955, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1864956, 'Description': 'K14', 'IsStart': False, 'IsEnd': False}, {'Id': 1864957, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",31773
250,BATTLE OF THE PUDGE,7A+,"[{'Id': 1844786, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1844787, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1844788, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1844789, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1844790, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1844791, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1844792, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",34686
251,BBK1,7A+,"[{'Id': 1621983, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1621984, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621985, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1621986, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1621987, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1621988, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621989, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621990, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621991, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",68881
252,BLACK BEATLE,7A+,"[{'Id': 1670193, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1670194, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1670195, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1670196, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1670197, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1670198, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1670199, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",306777
253,BLOOD AND SWEAT,7A+,"[{'Id': 1535136, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1535137, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1535138, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1535139, 'Description': 'K9', 'IsStart': False, 'IsEnd': False}, {'Id': 1535140, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1535141, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1535142, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1535143, 'Description': 'B15', 'IsStart': False, 'IsEnd': False}, {'Id': 1535144, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",60962
254,CHEDDAR BOB CUTS LOOSE,7A+,"[{'Id': 1710035, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1710036, 'Description': 'B10', 'IsStart': False, 'IsEnd': False}, {'Id': 1710037, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1710038, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1710039, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1710040, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",24196
255,CREMA.,7A+,"[{'Id': 1576566, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1576567, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1576568, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1576569, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 1576570, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1576571, 'Description': 'B3', 'IsStart': False, 'IsEnd': False}, {'Id': 1576572, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1576573, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",185363
256,DEJA ENTENDU,7A+,"[{'Id': 1680069, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1680070, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1680071, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1680072, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1680073, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1680074, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1680075, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1680076, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",20923
257,DOYOUWHANTAGRAPPA,7A+,"[{'Id': 1710092, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1710093, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1710094, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1710095, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1710096, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",201020
258,ELAN'S,7A+,"[{'Id': 1551674, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 1551675, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1551676, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1551677, 'Description': 'C8', 'IsStart': False, 'IsEnd': False}, {'Id': 1551678, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1551679, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1551680, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",112929
