,Name,Grade,Moves,Holdsets,Id
148,LEOCREMAFLANDERS,7C,"[{'Id': 1846640, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1846641, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1846642, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1846643, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1846644, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1846645, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1846646, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",27116
149,MASTERFUL GAP ALT,7C,"[{'Id': 1842279, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1842280, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1842281, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1842282, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1842283, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1842284, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",322939
150,MEZZIF,7C,"[{'Id': 1523373, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1523374, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1523375, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1523376, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1523377, 'Description': 'J12', 'IsStart': False, 'IsEnd': False}, {'Id': 1523378, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",27875
151,MINI PROJECT2,7C,"[{'Id': 1622575, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1622576, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1622577, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1622578, 'Description': 'G7', 'IsStart': False, 'IsEnd': False}, {'Id': 1622579, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1622580, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1622581, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",65097
152,MISSISSIPPI QUEEN,7C,"[{'Id': 1621934, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1621935, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}, {'Id': 1621936, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 1621937, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621938, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621939, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621940, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",234401
153,PROBLEM 23,7C,"[{'Id': 1518151, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1518152, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1518153, 'Description': 'F6', 'IsStart': False, 'IsEnd': False}, {'Id': 1518154, 'Description': 'G7', 'IsStart': False, 'IsEnd': False}, {'Id': 1518155, 'Description': 'K7', 'IsStart': False, 'IsEnd': False}, {'Id': 1518156, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}, {'Id': 1518157, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1518158, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1518159, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1518160, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1518161, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",19237
154,RILA MISSION,7C,"[{'Id': 1958437, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1958438, 'Description': 'I6', 'IsStart': True, 'IsEnd': False}, {'Id': 1958439, 'Description': 'J2', 'IsStart': False, 'IsEnd': False}, {'Id': 1958440, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1958441, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1958442, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1958443, 'Description': 'B13', 'IsStart': False, 'IsEnd': False}, {'Id': 1958444, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1958445, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",347242
155,SALATHE,7C,"[{'Id': 1784273, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1784274, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}, {'Id': 1784275, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1784276, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1784277, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",325637
156,SAREVOK,7C,"[{'Id': 1530142, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1530143, 'Description': 'C8', 'IsStart': False, 'IsEnd': False}, {'Id': 1530144, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1530145, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1530146, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",46050
157,SCHOOL'S OUT,7C,"[{'Id': 1721158, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1721159, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1721160, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1721161, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1721162, 'Description': 'I6', 'IsStart': True, 'IsEnd': False}, {'Id': 1721163, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}, {'Id': 1721164, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",36070
158,SENSEI,7C,"[{'Id': 1855482, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1855483, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1855484, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1855485, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1855486, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1855487, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 1855488, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",23182
159,SEOUL SLINGER,7C,"[{'Id': 1621992, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621993, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621994, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1621995, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",71190
160,SHOULDER MOVE,7C,"[{'Id': 1529424, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1529425, 'Description': 'D5', 'IsStart': False, 'IsEnd': False}, {'Id': 1529426, 'Description': 'I6', 'IsStart': False, 'IsEnd': False}, {'Id': 1529427, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1529428, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1529429, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1529430, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",44158
161,SOULMOVES SOUTH 2016,7C,"[{'Id': 1528326, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1528327, 'Description': 'I6', 'IsStart': False, 'IsEnd': False}, {'Id': 1528328, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1528329, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1528330, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1528331, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",41437
162,STATIK,7C,"[{'Id': 1773334, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1773335, 'Description': 'C7', 'IsStart': False, 'IsEnd': False}, {'Id': 1773336, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1773337, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1773338, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1773339, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",324257
163,THE GOLDEN BOUGH,7C,"[{'Id': 1522505, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1522506, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1522507, 'Description': 'D3', 'IsStart': False, 'IsEnd': False}, {'Id': 1522508, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1522509, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1522510, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",25556
164,UNDISCLOSED DESIRE,7C,"[{'Id': 1621589, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1621590, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1621591, 'Description': 'C6', 'IsStart': False, 'IsEnd': False}, {'Id': 1621592, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621593, 'Description': 'D7', 'IsStart': False, 'IsEnd': False}, {'Id': 1621594, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1621595, 'Description': 'E11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",51353
165,2017,7B+,"[{'Id': 1697944, 'Description': 'B13', 'IsStart': False, 'IsEnd': False}, {'Id': 1697945, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1697946, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697947, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1697948, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1697949, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",83988
166,BAZOO,7B+,"[{'Id': 1842317, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1842318, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1842319, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1842320, 'Description': 'G6', 'IsStart': True, 'IsEnd': False}, {'Id': 1842321, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1842322, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",77712
167,BIG SWING DADDY,7B+,"[{'Id': 1698128, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698129, 'Description': 'D5', 'IsStart': True, 'IsEnd': False}, {'Id': 1698130, 'Description': 'G12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698131, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1698132, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1698133, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1698134, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",83348
168,BOOGIEWOOGIE,7B+,"[{'Id': 1519547, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1519548, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1519549, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1519550, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1519551, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1519552, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",20698
169,BOTTIGLIA DI PISCIO,7B+,"[{'Id': 1622499, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1622500, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1622501, 'Description': 'D5', 'IsStart': False, 'IsEnd': False}, {'Id': 1622502, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1622503, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1622504, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1622505, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1622506, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",133998
170,BZ - L'INCAL NOIR,7B+,"[{'Id': 1693647, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1693648, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}, {'Id': 1693649, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1693650, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1693651, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1693652, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",314515
171,CAPITANBOGLI,7B+,"[{'Id': 1846635, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1846636, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1846637, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1846638, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1846639, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",191609
172,CAPPONE,7B+,"[{'Id': 1621573, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1621574, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621575, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621576, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621577, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",79055
173,DAS SCHNITZEL ALT,7B+,"[{'Id': 1539982, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1539983, 'Description': 'G6', 'IsStart': True, 'IsEnd': False}, {'Id': 1539984, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1539985, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1539986, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1539987, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",74717
174,FEEL THE SLOPER,7B+,"[{'Id': 1520608, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1520609, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1520610, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1520611, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1520612, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1520613, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",22257
175,GOLIATH,7B+,"[{'Id': 1622564, 'Description': 'C7', 'IsStart': False, 'IsEnd': False}, {'Id': 1622565, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}, {'Id': 1622566, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1622567, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1622568, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",39709
176,MELLOW YELLOW,7B+,"[{'Id': 1549202, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1549203, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1549204, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1549205, 'Description': 'A11', 'IsStart': False, 'IsEnd': False}, {'Id': 1549206, 'Description': 'A13', 'IsStart': False, 'IsEnd': False}, {'Id': 1549207, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1549208, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",104914
177,MENABREA,7B+,"[{'Id': 1531405, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1531406, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1531407, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1531408, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1531409, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1531410, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",50322
178,MINI BO,7B+,"[{'Id': 2565096, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 2565097, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 2565098, 'Description': 'C8', 'IsStart': False, 'IsEnd': False}, {'Id': 2565099, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 2565100, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 2565101, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 2565102, 'Description': 'F16', 'IsStart': False, 'IsEnd': False}, {'Id': 2565103, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",423473
