,Grade,number_of_holds,downwards_count,only_upwards_count,only_sideways_count,yellow_count,black_count,white_count,downwards_percent,black_percent,white_percent,yellow_percent,b_w_percent,only_upwards_percent,mean_distance_of_holds,last_move_diff,first_move_diff
181,7B+,8,7,1,0,7,0,1,0.875,0.0,0.125,0.875,0.125,0.125,7.504912829770615,528.8076458973869,143.518475407701
182,7B+,6,6,0,0,6,0,0,1.0,0.0,0.0,1.0,0.0,0.0,7.444837283188304,426.450596907026,5.284436764563025
183,7B+,6,6,0,0,1,1,4,1.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.8333333333333334,0.0,7.385093115452658,0.8619097399511926,3.319244058335484
184,7B+,6,6,0,0,2,2,2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,7.053660486073428,3.936262983602993,4.1598047126683735
185,7B+,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.652909948240749,0.8641557813134093,1.7002917889304372
186,7B+,6,6,0,0,2,2,2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,6.398627092527315,1.1191892107227757,48.41385470611246
187,7B+,6,6,0,0,1,5,0,1.0,0.8333333333333334,0.0,0.1666666666666666,0.8333333333333334,0.0,7.119135219991448,0.8616138123702967,23.644052800406623
188,7B,8,8,0,0,1,6,1,1.0,0.75,0.125,0.125,0.875,0.0,7.00577522282186,13.395390530816412,1.8197774591686988
189,7B,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,6.961333501372066,0.9582681151839552,2.1594067593189803
190,7B,9,8,1,0,0,4,5,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.0,1.0,0.1111111111111111,7.339605941424566,0.9803199179509492,2.1408766893226816
191,7B,6,6,0,0,6,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6.985976628908402,530.4083453429938,19.02194199215512
192,7B,6,6,0,0,5,1,0,1.0,0.1666666666666666,0.0,0.8333333333333334,0.1666666666666666,0.0,7.784419468099461,530.4083453429938,5.534576561121598
193,7B,5,5,0,0,1,3,1,1.0,0.6,0.2,0.2,0.8,0.0,7.242864012759493,29.27489101342235,1.5950916018269914
194,7B,7,6,0,1,1,3,3,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.8571428571428572,0.0,7.1077375178343125,0.9863201788209384,1.5729193636585672
195,7B,6,6,0,0,2,3,1,1.0,0.5,0.1666666666666666,0.3333333333333333,0.6666666666666667,0.0,6.500040617126663,5.643888783971241,3.0970826166874823
196,7B,5,5,0,0,0,1,4,1.0,0.2,0.8,0.0,1.0,0.0,6.839145086075649,0.8483634367798704,1.9146109828342328
197,7B,5,5,0,0,0,5,0,1.0,1.0,0.0,0.0,1.0,0.0,7.94814124655822,1.1614857450573242,1.5359230231331509
198,7B,8,7,1,0,0,5,3,0.875,0.625,0.375,0.0,1.0,0.125,6.923475936373397,0.6784228859552799,1.8023991362405984
199,7B,6,6,0,0,1,3,2,1.0,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.0,7.401299350637202,0.8821684967658563,2.247866935971925
200,7B,11,10,1,0,0,1,10,0.9090909090909092,0.0909090909090909,0.9090909090909092,0.0,1.0,0.0909090909090909,7.716276257605157,0.8747355972053765,2.889816500734361
201,7B,8,8,0,0,0,6,2,1.0,0.75,0.25,0.0,1.0,0.0,7.043894961002487,0.7818438739933405,1.438673740345923
202,7B,5,5,0,0,0,3,2,1.0,0.6,0.4,0.0,1.0,0.0,6.938069624878324,0.9317483028723916,1.9146109828342328
203,7B,6,6,0,0,1,4,1,1.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.0,6.607796307289457,4.9508170609691815,1.8709582731023104
204,7B,7,6,1,0,7,0,0,0.8571428571428571,0.0,0.0,1.0,0.0,0.1428571428571428,6.851154026850387,528.8076458973869,184.98631953361053
205,7B,6,5,1,0,0,0,6,0.8333333333333334,0.0,1.0,0.0,1.0,0.1666666666666666,7.442964362956404,1.0444760385542469,1.9146109828342328
206,7B,6,5,1,0,6,0,0,0.8333333333333334,0.0,0.0,1.0,0.0,0.1666666666666666,6.815402544761287,911.6491372134576,13.339210022347908
207,7B,9,7,1,1,0,6,3,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.0,1.0,0.1111111111111111,8.013338572023201,0.7783708074486341,2.034294537647165
208,7B,4,4,0,0,2,0,2,1.0,0.0,0.5,0.5,0.5,0.0,7.234425104414925,21.72560372282877,3.9356193093506255
209,7B,7,6,0,1,4,2,1,0.8571428571428571,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.4285714285714286,0.0,6.770229880835838,2.960105493632372,80.14919056624991
210,7B,8,8,0,0,0,6,2,1.0,0.75,0.25,0.0,1.0,0.0,7.308118705272223,0.8205050135624897,1.8236675031089564
211,7B,7,5,2,0,6,1,0,0.7142857142857143,0.1428571428571428,0.0,0.8571428571428571,0.1428571428571429,0.2857142857142857,7.776011971689312,101.63256577279294,20.72668450163219
212,7B,6,5,1,0,0,3,3,0.8333333333333334,0.5,0.5,0.0,1.0,0.1666666666666666,7.795324434604426,0.9663129285724272,1.9146109828342328
213,7B,7,6,1,0,0,4,3,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.0,1.0,0.1428571428571428,7.703479880032567,1.0202329969636024,1.8197774591686988
214,7B,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.62989832297604,0.7946224763595819,2.1833723555246234
215,7B,5,5,0,0,0,4,1,1.0,0.8,0.2,0.0,1.0,0.0,8.120935826237899,1.178006323172183,1.7857732418229062
216,7B,6,4,1,1,0,3,3,0.6666666666666666,0.5,0.5,0.0,1.0,0.1666666666666666,8.404187957274413,1.0385490283943073,2.403028558259178
217,7B,6,5,1,0,1,1,4,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.8333333333333334,0.1666666666666666,7.504880007422779,21.31211173927067,1.9146109828342328
218,7B,5,5,0,0,5,0,0,1.0,0.0,0.0,1.0,0.0,0.0,7.0012195171135065,1841.3888603791693,10.32590540956334
219,7B,5,5,0,0,1,2,2,1.0,0.4,0.4,0.2,0.8,0.0,7.708954474071985,1.3463469151578633,2.61527046501482
220,7B,6,5,1,0,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1666666666666666,8.521581316354652,0.8964808858875768,2.170220661977606
221,7B,6,5,1,0,3,0,3,0.8333333333333334,0.0,0.5,0.5,0.5,0.1666666666666666,7.589432946070257,5.465271645663426,18.872637088553667
222,7B,5,5,0,0,1,3,1,1.0,0.6,0.2,0.2,0.8,0.0,6.74808207286563,2.3540839540462777,2.0073623238220097
223,7B,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,7.102801245020825,0.792417443995506,2.707146759859421
224,7B,7,5,1,1,0,4,3,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.0,1.0,0.1428571428571428,7.258095477825295,1.0385490283943073,1.653562210530061
225,7B,5,4,1,0,2,0,3,0.8,0.0,0.6,0.4,0.6,0.2,8.04889462969113,6.274274167539149,2.544317218218997
226,7B,7,7,0,0,0,4,3,1.0,0.5714285714285714,0.4285714285714285,0.0,1.0,0.0,6.836572574752196,1.078803058962352,1.7947187766702055
227,7B,7,6,1,0,7,0,0,0.8571428571428571,0.0,0.0,1.0,0.0,0.1428571428571428,7.387256280442043,530.4083453429938,105.09147684902668
228,7B,7,7,0,0,1,5,1,1.0,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.8571428571428572,0.0,6.872856157638849,0.8860897955029876,4.912268222985946
229,7B,11,8,2,1,1,3,7,0.7272727272727273,0.2727272727272727,0.6363636363636364,0.0909090909090909,0.9090909090909092,0.1818181818181818,8.052051629077145,0.6069059092094424,7.849256001604178
230,7B,5,5,0,0,1,3,1,1.0,0.6,0.2,0.2,0.8,0.0,7.350002704133187,24.2994698041706,1.943220492990136
231,7B,6,6,0,0,0,6,0,1.0,1.0,0.0,0.0,1.0,0.0,6.28221111521213,0.950381179667804,1.5359230231331509
232,7B,6,5,1,0,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1666666666666666,7.394940728234335,0.901123506412364,1.8023991362405984
233,7B,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.70291959741018,0.8619097399511926,1.8023991362405984
234,7B,7,6,1,0,1,3,3,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.8571428571428572,0.1428571428571428,7.259444997695949,0.8631200063216966,2.298415289387384
235,7B,7,7,0,0,4,3,0,1.0,0.4285714285714285,0.0,0.5714285714285714,0.4285714285714286,0.0,7.100567148182596,29.08314031307173,5.534576561121598
236,7A+,8,8,0,0,3,2,3,1.0,0.25,0.375,0.375,0.625,0.0,7.171109122037644,20.148317343950403,1.8833712369438391
237,7A+,8,8,0,0,0,8,0,1.0,1.0,0.0,0.0,1.0,0.0,6.612222395137266,0.8777515710846894,1.438673740345923
238,7A+,7,5,2,0,2,2,3,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.2857142857142857,7.942053770706689,0.6238036534517467,22.34002052153265
239,7A+,6,5,1,0,0,0,6,0.8333333333333334,0.0,1.0,0.0,1.0,0.1666666666666666,7.833430905100457,0.8190213179566131,1.997095409175197
240,7A+,10,10,0,0,0,0,10,1.0,0.0,1.0,0.0,1.0,0.0,6.898430779042315,0.8905825520152164,1.7436453673661378
241,7A+,9,7,2,0,9,0,0,0.7777777777777778,0.0,0.0,1.0,0.0,0.2222222222222222,7.222974016755092,96.90845752140892,114.6428631258207
242,7A+,8,8,0,0,3,4,1,1.0,0.5,0.125,0.375,0.625,0.0,6.732057131487658,6.894985728917869,5.456250985229827
243,7A+,6,6,0,0,0,5,1,1.0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.0,7.448513989436685,0.9322145905066416,2.1303371067357046
244,7A+,5,5,0,0,0,4,1,1.0,0.8,0.2,0.0,1.0,0.0,7.261557565373279,1.1780063231721825,2.1303371067357046
245,7A+,8,7,1,0,2,4,2,0.875,0.5,0.25,0.25,0.75,0.125,7.005378555000268,59.42484352252352,2.298548310657543
246,7A+,7,6,1,0,0,5,2,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.1428571428571428,7.0402427812286605,0.6860350059058004,1.8197774591686988
247,7A+,7,7,0,0,0,6,1,1.0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,6.584544271895605,1.0174092583651628,2.0541793011807483
248,7A+,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,6.631445652072554,0.7476307579690673,1.7002917889304372
249,7A+,8,8,0,0,0,3,5,1.0,0.375,0.625,0.0,1.0,0.0,6.932914337331273,0.6468000064097928,2.500887760747549
250,7A+,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,7.465080582733206,1.151151837329151,2.145964381422187
251,7A+,9,9,0,0,3,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,7.084603025370159,1.7528142032217953,3.4938154565445827
252,7A+,7,5,2,0,4,2,1,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.4285714285714286,0.2857142857142857,7.57526637342036,3.915657289712054,124.8608199173086
253,7A+,9,9,0,0,2,3,4,1.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.0,7.049947559600189,42.14708663414476,2.6462555084402424
254,7A+,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,6.733792718499307,0.7794546853249503,2.500887760747549
255,7A+,8,7,1,0,0,4,4,0.875,0.5,0.5,0.0,1.0,0.125,6.879121856115513,0.9357054801776202,1.6560838027357656
256,7A+,8,8,0,0,2,6,0,1.0,0.75,0.0,0.25,0.75,0.0,6.98438801269924,0.8171887753129045,2.6963796826146
257,7A+,5,5,0,0,1,3,1,1.0,0.6,0.2,0.2,0.8,0.0,8.141349858772838,6.506305615073028,1.8197774591686988
258,7A+,7,6,1,0,0,5,2,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.1428571428571428,8.031441705641102,1.1342536981726157,2.445492506611419
259,7A+,8,7,1,0,0,7,1,0.875,0.875,0.125,0.0,1.0,0.125,7.154315891814777,0.6784228859552799,2.5893735614021605
260,7A+,7,6,1,0,2,1,4,0.8571428571428571,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.1428571428571428,8.522470703585261,3.769183721404856,4.6060661003043695
261,7A+,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,7.221260670889737,0.7807311741503269,2.244894035186888
262,7A+,6,6,0,0,0,4,2,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,7.133308942778236,1.0459184620600002,2.145964381422187
263,7A+,7,7,0,0,1,0,6,1.0,0.0,0.8571428571428571,0.1428571428571428,0.8571428571428572,0.0,7.048461555484184,5.436766944191561,1.7644453440915102
264,7A+,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,7.206294590812784,0.8135107882574947,1.954628003371176
265,7A+,5,5,0,0,1,2,2,1.0,0.4,0.4,0.2,0.8,0.0,6.831746098461396,1.244154255572392,2.742613561683754
266,7A+,8,8,0,0,0,6,2,1.0,0.75,0.25,0.0,1.0,0.0,7.116212702335182,0.913451862352312,2.235586640660669
267,7A+,6,5,1,0,0,3,3,0.8333333333333334,0.5,0.5,0.0,1.0,0.1666666666666666,8.186812761432511,1.0758605987418035,1.997095409175197
268,7A+,9,8,1,0,0,6,3,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.0,1.0,0.1111111111111111,8.058507584946033,0.7818093654689402,2.446478980536442
269,7A+,8,8,0,0,3,4,1,1.0,0.5,0.125,0.375,0.625,0.0,6.775088710710269,2.7006567836393565,4.8260766979696506
270,7A+,7,7,0,0,0,0,7,1.0,0.0,1.0,0.0,1.0,0.0,7.371992427276685,0.8036123188538646,1.8023991362405984
271,7A+,5,5,0,0,0,3,2,1.0,0.6,0.4,0.0,1.0,0.0,6.798360120760982,1.08557822989025,1.5359230231331509
272,7A+,8,8,0,0,0,8,0,1.0,1.0,0.0,0.0,1.0,0.0,6.97091596750311,0.8250442184689808,2.512727616633262
273,7A+,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,5.941679722770973,0.6511447779689983,1.8023991362405984
274,7A+,6,6,0,0,2,3,1,1.0,0.5,0.1666666666666666,0.3333333333333333,0.6666666666666667,0.0,6.712872520768436,3.2005864689479795,7.521929148731647
275,7A+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.036347812579221,0.943894968068104,2.3083902537750487
276,7A+,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,7.10625564280906,1.0626799767303183,1.8834453933776816
277,7A+,5,5,0,0,0,2,3,1.0,0.4,0.6,0.0,1.0,0.0,7.181372842092257,1.2307403748969692,1.5359230231331509
278,7A+,5,5,0,0,0,5,0,1.0,1.0,0.0,0.0,1.0,0.0,7.600453450916899,1.0634330580394808,1.8044342566517664
279,7A+,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,6.982655017816713,1.0069439498306791,1.7066377302990074
280,7A+,6,4,2,0,6,0,0,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,7.907171297772338,528.8076458973869,20.72668450163219
281,7A+,5,5,0,0,0,5,0,1.0,1.0,0.0,0.0,1.0,0.0,6.388282251592642,0.9497640325153922,2.1408766893226816
282,7A+,7,7,0,0,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6.649227397694854,321.28946528003,10.32590540956334
283,7A+,7,6,1,0,0,0,7,0.8571428571428571,0.0,1.0,0.0,1.0,0.1428571428571428,8.762165088426178,0.7701485952821977,2.17778911382526
284,7A+,6,6,0,0,3,3,0,1.0,0.5,0.0,0.5,0.5,0.0,7.084931488139802,21.82491628373212,1.5207102477785066
285,7A+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,6.812075043830934,0.9706693244884584,1.6632077218625585
286,7A+,7,6,1,0,0,5,2,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.1428571428571428,8.353230750711322,1.1342536981726157,2.1248469076726906
287,7A+,7,5,2,0,7,0,0,0.7142857142857143,0.0,0.0,1.0,0.0,0.2857142857142857,7.861787085890091,321.28946528003,20.72668450163219
288,7A+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.566436039178358,1.0069439498306791,1.5359230231331509
289,7A+,7,7,0,0,1,1,5,1.0,0.1428571428571428,0.7142857142857143,0.1428571428571428,0.8571428571428572,0.0,6.51315531828006,4.529303240147214,1.869050398426964
290,7A+,6,5,1,0,3,3,0,0.8333333333333334,0.5,0.0,0.5,0.5,0.1666666666666666,7.279631796983489,4.502100680413214,25.600176331573085
291,7A+,8,8,0,0,0,8,0,1.0,1.0,0.0,0.0,1.0,0.0,7.118600255295234,0.971600888385732,1.832401412190867
292,7A+,8,7,0,1,0,5,3,0.875,0.625,0.375,0.0,1.0,0.0,7.404676485249479,1.2401882403743172,1.994578891174292
293,7A+,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,7.599045645418078,0.783723001007477,2.27707187925973
294,7A+,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,6.97634910131802,0.9343714175386302,1.815281598294144
295,7A+,7,6,1,0,0,5,2,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,0.1428571428571428,7.534967963185016,1.2130487398291736,2.4340988220230915
296,7A+,6,6,0,0,6,0,0,1.0,0.0,0.0,1.0,0.0,0.0,7.006784720201822,301.3361140883844,10.32590540956334
297,7A+,11,10,1,0,1,7,3,0.9090909090909092,0.6363636363636364,0.2727272727272727,0.0909090909090909,0.9090909090909092,0.0909090909090909,7.710359056035673,0.608008364541545,2.39003574336563
298,7A+,5,5,0,0,0,1,4,1.0,0.2,0.8,0.0,1.0,0.0,7.367807866210761,1.0691049028634745,1.8719376063035325
299,7A+,8,8,0,0,3,3,2,1.0,0.375,0.25,0.375,0.625,0.0,6.906723305848788,3.129369126515281,5.755106026838968
300,7A+,6,5,1,0,1,1,4,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.8333333333333334,0.1666666666666666,6.92348825659344,0.9972176621932536,2.544317218218997
301,7A+,8,8,0,0,0,5,3,1.0,0.625,0.375,0.0,1.0,0.0,7.132871097532976,1.062170130970948,2.4102531762097263
302,7A+,6,5,1,0,0,3,3,0.8333333333333334,0.5,0.5,0.0,1.0,0.1666666666666666,6.588437895613319,1.2084539643047698,1.4037755107860832
303,7A+,9,7,2,0,6,2,1,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.2222222222222222,7.48053266618945,0.9051282662880108,80.47827429433208
304,7A+,6,5,1,0,0,0,6,0.8333333333333334,0.0,1.0,0.0,1.0,0.1666666666666666,7.823590653377774,1.0444760385542469,1.997095409175197
305,7A,8,6,2,0,6,1,1,0.75,0.125,0.125,0.75,0.25,0.25,7.0797281275943424,26.14806234125885,20.72668450163219
306,7A,7,7,0,0,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6.209692205904782,426.450596907026,19.02194199215512
307,7A,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,7.250127120365112,0.9356834323028108,1.5950916018269914
308,7A,8,8,0,0,5,1,2,1.0,0.125,0.25,0.625,0.375,0.0,6.460775990753362,10.255913419425156,3.539741484632182
309,7A,10,10,0,0,1,3,6,1.0,0.3,0.6,0.1,0.9,0.0,6.760210724524242,0.913451862352312,5.797991372539944
310,7A,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,5.929218568643882,0.8162672379461116,1.7644453440915102
311,7A,7,7,0,0,2,3,2,1.0,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,7.4619373809102205,6.0253556604585246,1.411161011334047
312,7A,7,7,0,0,2,4,1,1.0,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.7142857142857143,0.0,6.96583765322862,0.7014062165403396,1.4037755107860832
313,7A,7,7,0,0,0,6,1,1.0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,7.019255547891205,0.6069059092094424,2.0073623238220097
314,7A,7,6,0,1,0,0,7,0.8571428571428571,0.0,1.0,0.0,1.0,0.0,6.99526919225007,0.8862567622683136,1.7644453440915102
315,7A,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.350116073273775,0.691272290371225,1.6632077218625585
316,7A,7,6,0,0,0,6,0,0.8571428571428571,0.8571428571428571,0.0,0.0,1.0,0.0,7.747911442005219,0.7638824268800151,2.157916571015124
317,7A,8,7,1,0,0,7,1,0.875,0.875,0.125,0.0,1.0,0.125,7.411081625507585,0.6299257594810446,2.2034963579498554
318,7A,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,6.52375578684575,0.567449549141369,1.869050398426964
319,7A,8,6,2,0,4,3,1,0.75,0.375,0.125,0.5,0.5,0.25,7.343316586675437,3.369694312471377,25.613645519349955
320,7A,5,5,0,0,0,2,3,1.0,0.4,0.6,0.0,1.0,0.0,7.258809179620551,1.0699729864990444,1.7002917889304372
321,7A,5,5,0,0,0,0,5,1.0,0.0,1.0,0.0,1.0,0.0,7.134807414139142,1.2759731835125996,1.4404311741015752
322,7A,8,6,2,0,5,3,0,0.75,0.375,0.0,0.625,0.375,0.25,7.4214512323580095,20.818574467718893,80.47827429433208
323,7A,7,7,0,0,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6.403704089534817,41.74061921637621,10.32590540956334
324,7A,7,7,0,0,0,1,6,1.0,0.1428571428571428,0.8571428571428571,0.0,1.0,0.0,6.701210354866019,0.7070958967754024,1.2157483281235817
325,7A,8,8,0,0,0,6,2,1.0,0.75,0.25,0.0,1.0,0.0,6.748326412028208,0.6860350059058004,1.7633403622890984
326,7A,8,8,0,0,1,4,3,1.0,0.5,0.375,0.125,0.875,0.0,7.335290686404936,0.5785137585240168,2.426716517578373
327,7A,5,5,0,0,3,1,1,1.0,0.2,0.2,0.6,0.4,0.0,7.151369024760969,5.688018712979814,10.32590540956334
328,7A,6,5,1,0,0,5,1,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.0,1.0,0.1666666666666666,7.528077406973342,0.9789567250793376,2.077045174781674
329,7A,5,5,0,0,0,0,5,1.0,0.0,1.0,0.0,1.0,0.0,7.052773133268397,1.2461775492212477,1.7644453440915102
330,7A,7,7,0,0,0,6,1,1.0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,6.842986940350024,0.8151321700364194,1.4037755107860832
331,7A,8,8,0,0,0,8,0,1.0,1.0,0.0,0.0,1.0,0.0,7.341672214284027,1.0489885268774473,1.986401203254025
332,7A,7,7,0,0,0,6,1,1.0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,6.62585904268155,0.9317853213774248,2.4741263012345622
333,7A,7,7,0,0,1,3,3,1.0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.8571428571428572,0.0,6.840063592567351,0.8769638246071255,2.264948694291001
334,7A,7,6,0,1,0,3,4,0.8571428571428571,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,6.670645593891619,0.691272290371225,1.7436453673661378
335,7A,6,6,0,0,2,3,1,1.0,0.5,0.1666666666666666,0.3333333333333333,0.6666666666666667,0.0,6.396820001413776,8.367285289607928,1.7436453673661378
336,7A,8,8,0,0,3,2,3,1.0,0.25,0.375,0.375,0.625,0.0,7.922857335016857,2.7584547174176604,19.33472665945494
337,7A,8,8,0,0,0,5,3,1.0,0.625,0.375,0.0,1.0,0.0,6.37118818509096,0.6069059092094424,1.6632077218625585
338,7A,7,7,0,0,3,4,0,1.0,0.5714285714285714,0.0,0.4285714285714285,0.5714285714285714,0.0,6.648417567135743,1.7479224339760655,23.72120469997077
339,7A,8,8,0,0,1,5,2,1.0,0.625,0.25,0.125,0.875,0.0,7.122375542943985,0.9155690220808124,2.500887760747549
340,7A,8,8,0,0,0,1,7,1.0,0.125,0.875,0.0,1.0,0.0,6.381972950739134,0.72821654172672,1.8023991362405984
341,7A,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,7.033024351052452,0.9183090821427422,1.8814200712845024
342,7A,7,5,2,0,7,0,0,0.7142857142857143,0.0,0.0,1.0,0.0,0.2857142857142857,7.257680716899909,221.06608742741443,20.72668450163219
343,7A,6,5,1,0,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1666666666666666,7.914835260139468,1.0112846178581076,2.00118908403738
344,7A,4,4,0,0,0,3,1,1.0,0.75,0.25,0.0,1.0,0.0,7.782150307147268,1.225615971948864,1.8044342566517664
345,7A,7,6,1,0,1,3,3,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.8571428571428572,0.1428571428571428,8.00939005208146,0.8498339427225251,13.833954824349226
346,7A,6,6,0,0,0,6,0,1.0,1.0,0.0,0.0,1.0,0.0,7.751715867420368,0.9343714175386302,1.976489811490432
347,7A,6,6,0,0,0,5,1,1.0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.0,7.474780962885921,1.1342536981726157,2.102911059404338
348,7A,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,7.055334100861852,0.8112592027668406,1.832401412190867
349,7A,5,5,0,0,0,3,2,1.0,0.6,0.4,0.0,1.0,0.0,7.0161049248364975,1.0607052948297022,1.5359230231331509
350,7A,7,7,0,0,0,2,5,1.0,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,7.522847013188283,0.8572999952801434,2.176900799765551
351,7A,7,6,1,0,0,4,3,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.0,1.0,0.1428571428571428,8.071771016022662,1.0273544255949945,2.3602400591369825
352,7A,8,6,1,1,0,4,4,0.75,0.5,0.5,0.0,1.0,0.125,8.234274104573306,0.6069059092094424,2.107709086797325
353,7A,7,5,2,0,2,2,3,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.2857142857142857,8.14893812285193,0.7807566738087635,36.94072130923647
354,7A,7,6,1,0,0,2,5,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.0,1.0,0.1428571428571428,7.352220829255425,0.9357054801776202,2.325273726506516
355,7A,7,6,0,1,0,3,4,0.8571428571428571,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,7.5143400146887265,0.959602499258599,2.3387949281507607
356,7A,6,6,0,0,1,3,2,1.0,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.0,6.482208730693484,0.8159154627901294,5.565161880193245
357,7A,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.824832455193,0.902975036556984,2.2144702135979424
358,7A,8,8,0,0,0,0,8,1.0,0.0,1.0,0.0,1.0,0.0,6.619295600601886,0.62467957879355,2.456557498250491
359,7A,4,4,0,0,0,0,4,1.0,0.0,1.0,0.0,1.0,0.0,7.504768142954475,1.0444760385542469,1.943515686484998
360,7A,5,5,0,0,0,2,3,1.0,0.4,0.6,0.0,1.0,0.0,7.074029984355571,1.086477277460176,1.7436453673661378
